raw_drug,normalized_drug,drug_id
cosopt ocumt sol,cosopt,d04303
cosopt od,cosopt,d04303
cosopt opht -1 drop,cosopt,d04303
cosopt ophthalmic drops,cosopt,d04303
cosopt opth,cosopt,d04303
cosopt opthalimic drop,cosopt ophthalmic drops,d04303
cosopt opthalmic drops,cosopt ophthalmic drops,d04303
cosopt opthalmic solution,cosopt ophthalmic solution,d04303
cosopt plus optisol,cosopt,d04303
cosopt r eye,cosopt,d04303
cosoptocumeter,cosopt,d04303
cosopton,cosopt,d04303
cospot,cosopt,d04303
cosropt eye drops(),cosopt eye drops,d04303
cosyst ocumeter plus,cosopt,d04303
cotece,cortef,d00254
cotrel,unknown,d03829
cotrim,cotrim,d00124
cough medicine,dextromethorphan,d00207
couiuadiu,coumadin,d00022
coumaden,coumadin,d00022
coumadia,coumadin,d00022
coumadiin,coumadin,d00022
coumadim,coumadin,d00022
coumadin,coumadin,d00022
coumadin (2 days),coumadin,d00022
coumadin (5 days),coumadin,d00022
coumadin (tue,coumadin,d00022
coumadin (warfarin),warfarin,d00022
coumadin 2-3mg,coumadin,d00022
coumadin 2.5,coumadin,d00022
coumadin 4mg   5 mg alternatin,coumadin,d00022
coumadin 4mg 5 mg alternating,coumadin,d00022
coumadine,coumadin,d00022
coumadn,coumadin,d00022
coumarin,warfarin,d00022
coumatin,unknown,NO_DRUG_ID
coumdin,coumadin,d00022
coumedin,coumadin,d00022
coumiden,coumadin,d00022
coumidin,coumadin,d00022
coumodin,coumadin,d00022
coumoudin,coumadin,d00022
counadin,coumadin,d00022
counvert,coumadin,d00022
courmadin,coumadin,d00022
covara,covera,NO_DRUG_ID
covaryx,unknown,d03245
covastatin,lovastatin,d00280
covera,covera-hs,d00048
covmachine,unknown,NO_DRUG_ID
covmadin,coumadin,d00022
cowmadine,coumadin,d00022
coxiazosin,doxazosin,d00726
cozaar,cozaar,d03821
cozaar/ hctz,losartan/hydrochlorothiazide,NO_DRUG_ID
cozair,cozaar,d03821
cozar,cozaar,d03821
cozar hctz,cozaar hctz,NO_DRUG_ID
cozoar,cozaar,d03821
cozopt,cosopt,d04303
cozor,cozaar,d03821
coztel,cozaar,d03821
cozzaar,cozaar,d03821
cozzar,cozaar,d03821
cpi,unknown,NO_DRUG_ID
cpsp[t,unknown,NO_DRUG_ID
cpzaar,cozaar,d03821
creatar,creatine,d04417
creon,creon,d01002
cresfor,crestor,d04851
crestar,crestor,d04851
crestol,crestor,d04851
creston,crestor,d04851
crestor,crestor,d04851
crestor/cholestorel,crestor,d04851
crestpr,crestor,d04851
cretor,crestor,d04851
cristor,crestor,d04851
crocholine,citicoline,d05961
cromagen with iron,chromagen forte,d03141
cromylin,cromolyn,d00200
cronidine,clonidine,d00044
crstor,crestor,d04851
cu,unknown,NO_DRUG_ID
cumadin,coumadin,d00022
cumidin,coumadin,d00022
cundamcycin,clindamycin,d00043
curcumin,curcumin,s10117
curtia,kurtia,NO_DRUG_ID
cusodex,casodex,d03850
cutivate,cutivate,d04284
cutra-k,ultra-k,NO_DRUG_ID
cyanobalam,cyanocobalamin,d00413
cyanobalamin,unknown,d00413
cyanocabalamin,cyanocobalamin,d00413
cyanocobalam,cyanocobalamin,d00413
cyanocobalamin,cyanocobalamin,d00413
cyanocobalamine,cyanocobalamin,d00413
cyanocobalmin,cyanocobalamin,d00413
cyanocobalmin inj b12,cyanocobalamin injection,NO_DRUG_ID
cyanocobulamin,cyanocobalamin,d00413
cyclebenzaprine,cyclobenzaprine,d00963
cyclobensoprine,cyclobenzaprine,d00963
cyclobenzapam,cyclobenzaprine,d00963
cyclobenzapine,cyclobenzaprine,d00963
cyclobenzaprin,cyclobenzaprine,d00963
cyclobenzaprine,cyclobenzaprine,d00963
cyclobenzaprine hcl,cyclobenzaprine hcl,d00963
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,d00963
cyclobenzarprine,cyclobenzaprine,d00963
cyclobenzepine,cyclobenzaprine,d00963
cyclobenzprine,cyclobenzaprine,d00963
cyclobezaprine,cyclobenzaprine,d00963
cyclogyl,cyclogyl,d01201
cyclopentolate,cyclopentolate,d01201
cyclopriox,ciclopirox,d01272
cyclosporin,unknown,d00079
cyclosporine,cyclosporine,d00079
cydosenzapine,clozapine,d00199
cylert,cylert,d00901
cylomel,cytomel,d00658
cymbaeta,cymbalta,d05355
cymbaita,cymbalta,d05355
cymbal ta,unknown,d05355
cymballa,cymbalta,d05355
cymbalta,cymbalta,d05355
cymbaltin,cymbalta,d05355
cymbarta,cymbalta,d05355
cymbolta,cymbalta,d05355
cymbulta,cymbalta,d05355
cyprohepladine,cyproheptadine,d00790
cyproheptadine,cyproheptadine,d00790
cyprohrptad,cyproheptadine,d00790
cyrnocobalamin inj,cyanocobalamin injection,NO_DRUG_ID
cystagon,cystagon,d03794
cytamel,cytomel,d00658
cytomal,cytomel,d00658
cytomel,cytomel,d00658
cytomel (t3),cytomel,d00658
cytomez,cytomel,d00658
cytonel,cytomel,d00658
cytotec,cytotec,d00303
cytra-k,cytra-k,d00439
cytra-k crystals,cytra-k crystals,d00439
cytzel,cytomel,d00658
d,unknown,NO_DRUG_ID
d-allergy,d-allergy,d07810
d/c,unknown,NO_DRUG_ID
dacusate sodium,docusate sodium,d01021
dajonex,daivonex,NO_DRUG_ID
dalmane,dalmane,d00238
danazol,danazol,d00204
danvocet,darvocet,d03434
dapsome,dapsone,d00098
dapsone,dapsone,d00098
darbepoetin,darbepoetin alfa,d04771
darcovet,darvocet,d03434
darevocet,darvocet,d03434
darifenacin,darifenacin,d05422
darocet aap,darvocet,NO_DRUG_ID
darrocet,darvocet,d03434
darvaset,darvocet,d03434
darvoat,darvocet,NO_DRUG_ID
darvocet,darvocet,d03434
darvocet generic,propoxyphene/acetaminophen,d03434
darvocet n,darvocet-n,d03434
darvocet n 100,darvocet-n 100,d03434
darvocet n acetaminophen,darvocet-n,NO_DRUG_ID
darvocet n propoxyphene n,darvocet-n,NO_DRUG_ID
darvocet n-100,darvocet n-100,d03434
darvocet n100,darvocet-n 100,d03434
darvocet-n,darvocet-n,d03434
darvocet-n 100,darvocet-n 100,d03434
darvocet-n-10(100/650mg),darvocet-n 100,d03434
darvocet-n-100,darvocet-n 100,d03434
darvocet-n/apap,darvocet-n,d03434
darvocey,darvocet,d03434
darvoct,darvocet,d03434
darvon,darvon,d00360
darvoset (darvon-n 100),darvocet,d03434
darvout,darvocet,NO_DRUG_ID
datril,datril,d04294
davon,darvon,d00360
dayaro,dayvigo,d09561
daypro,daypro,d00853
dcoran hct,unknown,NO_DRUG_ID
ddavp,ddavp,d00583
debrox,debrox,d03990
decadron,decadron,d00206
declofenac,diclofenac,d00848
declomycin,declomycin,d01068
declophenic,diclofenac,d00848
deconamine,deconamine,d03298
deconamine se,deconamine sr,d03298
deconomina,dexamethasone,d00206
dectrol,detrol,d04294
decussate sodium,docusate sodium,d01021
degarote,tegretol,d00058
dehel la,depakote,d03833
dehol,decadron,d00206
delatestryl testosterone,delatestryl,d00558
delestrogen,delestrogen,d00537
delrel la,deprel la,NO_DRUG_ID
deltizdin,deltasone,d00350
deltrol,detrol,d04294
demadex,demadex,d03189
demalex,demerol,d00017
demandex,demadex,d03189
demedex,demadex,d03189
demerol,demerol,d00017
demoral,demerol,d00017
deneb,unknown,NO_DRUG_ID
deovan,diovan,d04113
depacote,depakote,d03833
depahate,depakote,d03833
depakane,depakene,d00083
depakone,depakote,d03833
depakote,depakote,d03833
depakote -er,depakote er,d03833
depakote -xr,depakote er,d03833
depakote er,depakote er,d03833
depakote or placebo (rosenberg,depakote,d03833
depakote sprinkle,depakote sprinkle,d03833
depakote sprinkles,depakote sprinkles,d03833
depakote-er,depakote er,d03833
depakote-xr,depakote xr,d03833
depakotes,depakote,d03833
depakotte,depakote,d03833
depalcole,depakote,d03833
depalcote,depakote,d03833
depalcote er,depakote er,d03833
depaloteer,depakote,d03833
depavote,depakote,d03833
depkote,depakote,d03833
depokote,depakote,d03833
depotestosterone,testosterone cypionate,d00558
deprenyl,selegiline,d00976
depression,unknown,NO_DRUG_ID
depression med.,unknown,NO_DRUG_ID
depronal,deprenyl,NO_DRUG_ID
deragesic patch,duragesic patch,d00233
derma-smoothe/fs,derma-smoothe/fs,NO_DRUG_ID
dermadex,decadron,d00206
des,desipramine,d00145
desenide ointment,desonide ointment,d01290
deseryl,deseril,d00395
desipramine,desipramine,d00145
desmopresin,desmopressin,d00583
desmopressin,desmopressin,d00583
desmopressin acetate,desmopressin acetate,d00583
desonide,desonide,d01290
desonide (.05),desonide,d01290
desonide (cream),desonide,d01290
desonide cream,desonide cream,d01290
desonide lotion 0.06,desonide lotion 0.05%,NO_DRUG_ID
desovicle,desvenlafaxine,d07113
desoximetas,desoximetasone,d01291
desoximetasome,desoximetasone,d01291
desoximetasone,desoximetasone,d01291
desoximetasone cream,desoximetasone cream,NO_DRUG_ID
desoximetsone (0.25 pct),desoximetasone,d01291
desoxymethasone,desoximetasone,d01291
despramine,desipramine,d00145
destrostat,unknown,d00804
desyrel,desyrel,d00395
desyrel-trazodone,trazodone,d00395
detr0l,detrol,d04294
detral,ultram,d03826
detral la,detrol la,d04294
detrel,desyrel,d00395
detrik,detrol,d04294
detro la,detrol la,d04294
detrol,detrol,d04294
detrol - la,detrol la,d04294
detrol la,detrol la,d04294
detrol la cap,detrol la,d04294
detrol patch,detrol,d04294
detrol-la,detrol la,d04294
detrol-xl,detrol la,d04294
detrolla,detrol la,d04294
detropan,ditropan,d00328
detrpan xl,unknown,d00328
dettrol,dextrol,d04294
deva nac,n-acetylcysteine,NO_DRUG_ID
dexa,dexamethasone,d00206
dexadrine,dexedrine,d00804
dexamethasone,dexamethasone,d00206
dexazosin mesylate,unknown,d00726
dexedine,dexedrine,d00804
dextroamphetamine,dextroamphetamine,d00804
dextroamphetamine sr,dextroamphetamine sulfate sustained release,NO_DRUG_ID
dextroamphetamine sulfate,dextroamphetamine sulfate,d00804
dextrol,dextroamphetamine,d00804
dextromethorphan quindine,dextromethorphan quinidine,d07707
dextropham,dextromethorphan,d00207
dextrostat,dextrostat,d00804
dha,docosahexaenoic acid,s10042
dha vs placebo,docosahexaenoic acid,NO_DRUG_ID
dhe + indomitrin,dihydroergotamine + indomethacin,NO_DRUG_ID
dhea,dhea,d04425
dhea study wash u,dhea,d04425
di ovar / hctz,diovan hct,d04293
di tiazem,diltiazem,d00045
diacepam,diazepam,d00148
dialtiazem,diltiazem,d00045
dialyvite,dialyvite,d03140
diamax,diamox,d00161
diamox,diamox,d00161
diamox sequels,diamox sequels,d00161
diaoxin,digoxin,d00210
diaplex,diazepam,d00148
diaportion,diazepam,d00148
diartek,diartek,NO_DRUG_ID
diatek,dilantin,d00143
diavan,diovan,d04113
diavan hctz,diovan hct,d04293
diavan/hctz 160/12.5,diovan/hctz 160/12.5,d04293
diavon,diovan,d04113
diazapam,diazepam,d00148
diazem,unknown,d00148
diazepain,diazepam,d00148
diazepam,diazepam,d00148
diazepam (valium),diazepam,d00148
diazepam / prn,diazepam,d00148
diazepan,diazepam,d00148
diazide,dyazide,d03052
diazide 37.5/25,dyazide,d03052
diazinde,diazoxide,d00129
diazipam,diazepam,d00148
diazoxide,diazoxide,d00129
dical d,dical-d,d03137
diclazem,diltiazem,d00045
dicliofinate,diclofenac,d00848
diclofanax,diclofenac,d00848
diclofemol,diclofenac,d00848
diclofenac,diclofenac,d00848
diclofenac ka,diclofenac,d00848
diclofenac na,diclofenac sodium,d00848
diclofenac sdoim er,diclofenac sodium er,d00848
diclofenac sod,diclofenac sodium,d00848
diclofenac sod.,diclofenac sodium,d00848
diclofenac sodium,diclofenac sodium,d00848
diclofenacf,diclofenac,d00848
diclofenacp,diclofenac,d00848
diclofenac d/c 2007,diclofenac,d00848
diclofenae,diclofenac,d00848
diclofenal,diclofenac,d00848
diclofenax va,diclofenac,d00848
diclofene,diclofenac,d00848
diclofene sodium,diclofenac sodium,d00848
dicloferac,diclofenac,d00848
diclofinac,diclofenac,d00848
diclofonac,diclofenac,d00848
dicloprac,diclofenac,d00848
diclosenac,diclofenac,d00848
diclotenac,diclofenac,d00848
diclotenac sodium,diclofenac sodium,d00848
diclotinc,diclofenac,d00848
dicloxacill,dicloxacillin,d00153
dicolfenac,diclofenac,d00848
dicolofenac,diclofenac,d00848
dictiaxter,diclofenac,d00848
dicyclamine,dicyclomine,d00999
dicyclomide,unknown,d00999
dicyclomine,dicyclomine,d00999
dicyclomine hcl,dicyclomine hydrochloride,d00999
dicyclonine,dyclonine,d00999
didronel,didronel,d00599
didvan,diovan,d04113
dieretic,diuretic,NO_DRUG_ID
dietrol,detrol,d04294
dieuretic,diuretic,NO_DRUG_ID
difenisal,diflunisal,d00208
differin topical,differin,d04015
diflorasone,diflorasone,d01292
diflucan,diflucan,d00071
diflunisal,diflunisal,d00208
diflunisol,diflunisal,d00208
diflusinal,diflunisal,d00208
digetek,digitek,d00210
digifex,digoxin,d00210
digilek (lanoxin),digoxin,d00210
digitalis,digitalis,d00210
digitec,digitek,d00210
digitec 6xwk,digitek,d00210
digiteit,digoxin,d00210
digitek,digoxin,d00210
digiter,digoxin,d00210
digitex,digitek,d00210
digixon,unknown,d00209
diglofenac,diclofenac,d00848
digltek,digitek,d00210
digolin,digoxin,d00210
digoxen,digoxin,d00210
digoxin,digoxin,d00210
digoxin   .125mg,digoxin,d00210
digoxin .125mg,digoxin,d00210
digoxin 0.125,digoxin,d00210
diha- epa,depakote,d03833
dihydrochlorothiazide,hydrochlorothiazide,d00253
dijoxin,digoxin,d00210
dilacor,dilacor,d00045
dilacor (diltiazem),dilacor,NO_DRUG_ID
dilacor xt,dilacor xt,d00045
dilandn,dilantin,d00143
dilanetan hcl,dilantin,d00143
dilantiin,dilantin,d00143
dilantin,dilantin,d00143
dilantin infatab,dilantin infatab,d00143
dilatazim,diltiazem,d00045
dilatin,dilantin,d00143
dilatizem,diltiazem,d00045
dilinatin,dilantin,d00143
dilirozem,diltiazem,d00045
dilitazem,diltiazem,d00045
dilitazem xt,diltiazem xt,d00045
dilitia xt,diltiazem xt,d00045
dilitiazam cd,diltiazem cd,d00045
dilitiazem,diltiazem,d00045
dilitiazem er,diltiazem er,d00045
dilitiazemco,diltiazem,d00045
dilitizam,diltiazem,d00045
dilt xr,diltiazem xr,d00045
diltazem,diltiazem,d00045
diltazem cd,diltiazem cd,d00045
diltia,diltiazem,d00045
diltia (dilacor xr),diltiazem,d00045
diltia xr,diltiazem xr,d00045
diltia xt,diltiazem,d00045
diltialem,diltiazem,d00045
diltiam,diltiazem,d00045
diltiamzem cd,unknown,d00045
diltiatem,diltiazem,d00045
diltiaz er,diltiazem er,d00045
diltiaz-er,diltiazem,d00045
diltiazam,diltiazem,d00045
diltiazam hclr,diltiazem hcl,NO_DRUG_ID
diltiazem,diltiazem,d00045
diltiazem cd,diltiazem cd,d00045
diltiazem co,diltiazem,d00045
diltiazem er,diltiazem er,d00045
diltiazem er  300 24,diltiazem er,d00045
diltiazem hcl,diltiazem hydrochloride,d00045
diltiazem hcl cd,diltiazem hcl cd,d00045
diltiazem hydrochloride,diltiazem hydrochloride,d00045
diltiazem hydrochloride cd,diltiazem hydrochloride cd,d00045
diltiazem hydrochloride sr,diltiazem hydrochloride sr,d00045
diltiazem hydrochloride xr,diltiazem hydrochloride xr,d00045
diltiazem sa,diltiazem sustained-release,d00045
diltiazem tx,diltiazem,d00045
diltiazem xl,diltiazem xl,d00045
diltiazem xr,diltiazem xr,d00045
diltiazem xt,diltiazem xt,d00045
diltiazen,diltiazem,d00045
diltiazen cd,diltiazem cd,d00045
diltiazeur,diltiazem,d00045
diltiazim,diltiazem,d00045
diltiazimer,diltiazem,d00045
diltiazine,diltiazem,d00045
diltiazom  zt,diltiazem,d00045
diltiazom cd,diltiazem cd,NO_DRUG_ID
diltiazum,diltiazem,d00045
diltiozen cd,diltiazem cd,d00045
diltizazem,diltiazem,d00045
diltizem,diltiazem,d00045
diltoazem,diltiazem,d00045
diltraz er,unknown,d00045
diltrazem,diltiazem,d00045
diltrazen sr,diltiazem sr,d00045
diltziazem,diltiazem,d00045
dimvastatin,simvastatin,d00746
dinacir cr,dynacirc cr,d00270
dinovan,diovan,d04113
dinzepum,diazepam,d00148
diocan / hct,diovan hct,d04293
diocto,diocto,d01021
diocto cap,docusate,d01021
dioltiazem,diltiazem,d00045
dioran,diovan,d04113
dioran hlt,diovan hct,d04293
diosoft,docusate,d01021
diovam,diovan,d04113
diovan,diovan,d04113
diovan   hct,diovan hct,d04293
diovan - hctz,unknown,d04293
diovan (80mg x 2),diovan,d04113
diovan (ace i),diovan,d04113
diovan / hct,diovan hct,d04293
diovan / hcthx,diovan hct,d04293
diovan / hctz,unknown,d04293
diovan 160/12.5,diovan hct,d04293
diovan 80 hct,diovan hct,d04293
diovan act,diovan,d04113
diovan hci,diovan hct,d04293
diovan hcl,diovan hct,d04293
diovan hct,diovan hct,d04293
diovan hct 160/12.5,diovan hct,d04293
diovan hct 160/25,diovan hct,d04293
diovan hct 80/12.5,diovan hct,d04293
diovan hct bp,diovan hct,d04293
diovan hct2,diovan hct,d04293
diovan hctz,diovan hct,d04293
diovan hzt,unknown,d04293
diovan xl,diovan,d04113
diovan(160/12.5mg),diovan,d04113
diovan(80/12.5mg),diovan,d04113
diovan/hct,diovan hct,d04293
diovan/hctz,diovan hct,d04293
diovan/hctz(160/12.5mg),diovan hct,d04293
diovan/hctz(160/25mg),diovan hct,d04293
diovanicct,diovan hct,d04293
diovanl/ blood pressure,diovan,d04113
diovon,diovan,d04113
diovon/htc,diovan/hct,d04293
diovun,diovan,d04113
dioxen,doxepin,d00217
dioxosin,digoxin,d00210
dipentum,dipentum,d01032
diphen/atrop,diphenoxylate/atropine,NO_DRUG_ID
diphenhydamine,diphenhydramine,d00212
diphenhydrame,diphenhydramine,d00212
diphenhydramine,diphenhydramine,d00212
diphenhydramine hcl,diphenhydramine hcl,d00212
diphenhydramine hydrochloride,diphenhydramine hydrochloride,d00212
diphenonylate/atropince,diphenoxylate/atropine,NO_DRUG_ID
diphenoxylate,diphenoxylate,d03071
diphenydramine,diphenhydramine,d00212
dipiridamol,dipyridamole,d00213
dipitek,depakote,d03833
dipivefrin,dipivefrin,d01184
diprolene,diprolene,d03197
dipryidamole,dipyridamole,d00213
dipryridamide,dipyridamole,d00213
dipyridamo,dipyridamole,d00213
dipyridamole,dipyridamole,d00213
dipyridimole,dipyridamole,d00213
dipyridole,dipyridamole,d00213
dipyridomale,dipyridamole,d00213
dipyridomole/asa/aggrenox 200/,aggrenox,d04497
dipyrimadole,dipyridamole,d00213
dirlofenac,diclofenac,d00848
disacid,disalcid,d00842
disalcid,disalcid,d00842
disalsid,disalcid,d00842
disdol,disodium,NO_DRUG_ID
disipramine,desipramine,d00145
disipromine,desipramine,d00145
disopyramide,disopyramide,d00214
disoxin,unknown,NO_DRUG_ID
dispenidol,droperidol,d00219
disuxin,digoxin,d00210
ditalopran,citalopram,d04332
ditiazam,diltiazem,d00045
ditiazem,diltiazem,d00045
ditiazon,diltiazem,d00045
ditlopan,ditropan,d00328
ditopan,ditropan,d00328
ditran,ditran,NO_DRUG_ID
ditripan xl,ditropan xl,d00328
ditrol,ditropan,d00328
ditropam xl,ditropan xl,d00328
ditropam-xl,ditropan xl,d00328
ditropan,ditropan,d00328
ditropan dc,ditropan xl,d00328
ditropan x2,ditropan xl,d00328
ditropan xl,ditropan xl,d00328
ditropan xl (on hold),ditropan xl,d00328
ditropan-xl,ditropan xl,d00328
ditropanixl,unknown,d00328
ditropun,ditropan,d00328
ditrpia,ditropan,d00328
dittiazem,diltiazem,d00045
dittiazem xr,diltiazem xr,d00045
diurectic,diuretic,NO_DRUG_ID
diuretic,diuretic,d03256
diuretic (1/2),unknown,NO_DRUG_ID
diuril,diuril,d00190
divalprex,divalproex,NO_DRUG_ID
divalproex,divalproex,d03833
divan,diovan,d04113
divan hct  80/12.5,diovan hct,d04293
divoan,diovan,d04113
divodart,unknown,d04788
divon,diovan,d04113
divon hbp,diovan hct,d04293
divon hct,diovan hct,d04293
divon(80/12.5mg),diovan,d04113
diyoxin,digoxin,d00210
dizoxin,digoxin,d00210
dmsa,unknown,NO_DRUG_ID
doc q lace,docusate,d01021
doc-q-lace,doc-q-lace,d01021
doc-qlace,docusate,d01021
docalax,docusate,d01021
