raw_drug,drug_id
protouix,d04514
protovux,d04514
protoxin,d04514
protronix,d04514
provachal,d00348
provachol,d00348
provacid,d03828
provacol,d00348
provastatin,d00348
provastatin sodium,d00348
proventil,d00749
proventil 2 puffs,d00749
proventil hfa,d00749
provera,d00284
provgil,d04378
provial,d04378
provigal,d04378
provigel,d04378
provigil,d04378
provochal,d00348
provochol,d03667
provocholine,d03667
provogil,d04378
proxetine,d03157
proxicam,d00343
prozac,d00236
prozac.fluoxetine,d00236
prozak,d00236
prozam,d00236
prozax,d00236
prpoanolol,d00032
pseudo triprodine,d03316
pseudoep hedrine,d00769
pseudoephedine,d00769
pseudoephedrine,d00769
pseudoephedrine hcl,d00769
psyllium,d01018
puimicort,d04276
pulmacort,d04276
pulmicort,d04276
pulmicort imbuhaler,d04276
pulmicort inhaler,d04276
pulmicort inhaler(200-400mcg),d04276
pulmicort mdi,d04276
pulmicort respules,d04276
pulmicortinh,d04276
pulmocort,d04276
pulmocort inhaler,d04276
pulmocort turboinhaler,d04276
purinethol,d00289
pyridium,d00337
pyridostigmine,d00363
pyridoxine,d00412
pyridoxine hcl,d00412
q var inhaler,d00760
q-pap extra strength,d00049
q-vair,d00760
q-var,d00760
q-var inhaler,d00760
qipap,d00049
qlyset,d04110
qualaquin,d00366
quazepam,d00917
questran,d00193
questran packets,d00193
quetiapine,d04220
quetiapine fumaote,d04220
quetiapine fumarate,d04220
quetrapine fumerate,d04220
quimne sulfate,d00366
quinamm,d00366
quinapril,d00365
quinapril hcl,d00365
quinaretic 20-25,xxxxxx
quinaril,d00365
quine sulfate,d00366
quinenine sulfate,d00366
quinidine,d00020
quinidine glucomate,d00020
quinidine gluconate,d00020
quinidine gluconate sr,d00020
quinidine sulfate,d00020
quinine,d00366
quinine sulf,d00366
quinine sulfa,d00366
quinine sulfate,d00366
quinine sulphur,d00366
quinipril,d00365
quinire sulfate,d00366
quinnine sulfate,d00366
quinopril,d00365
quinoretic,d04509
quinpril,d00365
qunapril,d00365
quonipril,d00365
qurapril,xxxxxx
qvan,d00760
qvar,d00760
qvar inhalant,d00760
qvar inhaler,d00760
qvar puff,d00760
r-flurbiprofen,d00239
rabeprazol,d04448
rabeprazole,d04448
rabeprazole (aciphex),d04448
rabeproze,d04448
raloxifene,d04261
raloxifene (evista),d04261
raloxitene,d04261
ramipril,d00728
ramitidine,d00021
ramtidine,d00021
ranexa,d05719
raniditine,d00021
ranitadine,d00021
ranitdine,d00021
ranitide,d00021
ranitidene,d00021
ranitidime,d00021
ranitidin,d00021
ranitidine,d00021
ranitidine (zantac),d00021
ranitidine hcl,d00021
ranitidine hydrochloride,d00021
ranitidini,d00021
ranitidive,d00021
ranitidne,d00021
ranititdine,d00021
ranotidine,d00021
rantadine,d00021
rantidide,d00021
rantidine,d00021
rantitine,d00021
rapamonl,d00728
rapitidine,d00021
rasagiline,d05612
rasidyne,d04750
rastasis drops,d04836
rav,d00021
raxadyne xl,d04750
rayadyne,d04750
rayeyne er,d04750
razabyne,d04750
razadin,d04750
razadine,d04750
razadine er,d04750
razadume,d04750
razadune,d04750
razadybe,d04750
razadyme,d04750
razadyne,d04750
razadyne er,d04750
razadyne tabs,d04750
razadyne-er,d04750
razadyneer,d04750
razadynel,d04750
razadynexr,d04750
razadyve er,d04750
razedyne,d04750
razidine er,d04750
razislyzine,d04750
razodyne,d04750
razodyne-xl,d04750
razudyne,d04750
razydyne,d04750
razzandyne,d04750
reglan,d00298
reglin,d00298
regular insulin sliding scale,d04369
regulp,d04215
relafen,d00310
relafin,d00310
relaphan,d00310
relaten,d00310
relatin,d00310
relaxafine,d00962
relefen,d00310
relleva,xxxxxx
relpax,d04849
remaron,d04025
remeleron,d04025
remenyl,d04750
remeran,d04025
remern,d04025
remeron,d04025
remeron (hs),d04025
remeron sol,d04025
remeron sol tab,d04025
remeron soltab,d04025
remerone,d04025
remeronlol,d04025
remerson,d04025
remheart,xxxxxx
remicade,d04342
remicade infusion,d04342
remicaide,d04342
remifemin,d04034
reminyl,d04750
reminyl (razadyne),d04750
reminyl razadyne,d04750
remmil,d04750
remron,d04025
renagal,d04363
renagel,d04363
renagel tablets,d04363
renagil,d04363
reninyl er,d04750
renlafaxine xr,d03181
replax,d04849
repuip,d04215
reqip,d04215
requip,d04215
requip 0.5,d04215
requip tabs,d04215
requit,d04215
rertosis,d04836
research study drug,xxxxxx
reserpine,d00367
resource,d05866
respahist,d03301
resperdal,d00749
resperdol,d00749
resperidal,d00749
resperidol,d05892
resperidone,d03180
respridol,d00749
restasis,d04836
restasis (eye drops),d04836
restasis (eye emulsion),d04836
restasis 1 drop each eye,d04836
restasis drops,d04836
restasis drops (0.05 pct),d04836
restasis emulsion,d04836
restasis eye drops,d04836
restasis gtts,d04836
restoril,d00384
retin a,d01244
retin a micro gel,d01244
retinavites,s10149
retrovir,d00034
revatio,d04299
revlamid,d05696
revlimid,d05696
reyataz,d04882
reylon,d00298
rezerem,d05578
rhinacort,d03640
rhinacort aqua,d03640
rhincort,d03640
rhino cort,d03640
rhinocert,d03640
rhinocorel,xxxxxx
rhinocori,d03640
rhinocort,d03640
rhinocort (nasal spray),d03640
rhinocort + acqua spray,d03640
rhinocort acqua,d03640
rhinocort aq,d03640
rhinocort aqua,d03640
rhinocort nasal spray,d03640
rhinocort ns,xxxxxx
rhinocort spray,d03640
rhinosorct,d03640
rhiuocort,d03640
rhythmol,d00358
rhythmoy,d00358
ribavarin,d00085
ricuter,d03869
rifamipin,d00047
rifampin,d00047
rifater,d03776
rigoxin,d00210
riluteb,d03869
rilutek,d03869
rilutik,xxxxxx
riluzole,d03869
riluzule,d03869
rimantadine,d03158
riomet,d03807
risedronate,d04300
risedronate sodium,d04300
riseperdal,d03180
risgerdal,d03180
rispedal,d03180
rispendal,d03180
risperadal,d03180
risperadol,d03180
risperadone,d03180
risperdal,d03180
risperdal 0.5,d03180
risperdol,d03180
risperdone,d03180
risperidal,d03180
risperidol,d03180
risperidone,d03180
risperidone consta,d03180
risperoal,d03180
risperodone,d03180
rispierdol,d03180
rispridol,d03180
ristasis,d04836
risterol,d00384
ritalen,d00900
ritalin,d00900
ritalin hc,d00900
ritalin la,d00900
ritalin sr,d00900
ritilin,d00900
ritoxin,d04255
rivastagmine,d04537
rivastigine,d04537
rivastigmine,d04537
rivastigmine tartrate,d04537
rivastiqnine,d04537
rivatio,d04299
rivestigmine,d04537
rivistigmine,d04537
robafen  1tsp.,d00797
robafen (tsp),d00797
robaxin,d00965
robinal,d00992
robinol,d00992
robinul,d00992
robitussin cough calmers,d00207
rocalatrol,d03126
rocaltrol,d03126
rocaltrol (calcitrol),d03126
rocatrol,d03126
rogain,d03203
rogaine,d03203
rolcaltrol,d03126
ropinerol,d04215
ropinerole,d04215
ropinirol,d04215
ropinirole,d04215
ropinirole hcl,xxxxxx
rosightazone,d04434
rosigitazone,d04434
rosiglitazone,d04434
rosiglitazone maleate,d04434
rosovastatin,d04851
rosula,d04032
rosuovastatin,d04851
rosuvastatin,d04851
rosuvaststin,d04851
rotigotine,d05848
roxanal,d00308
roxanol,d00308
roxicet,d03431
roxicodone,d00329
rozeram,d05578
rozerem,d05578
rozerm,d05578
rozermen,d05578
rumeron,d04025
ruzudyne er,d04750
rythmol,d00358
rythmol sr,d00358
salagen,d04031
salagene,d04031
salex cream,d01307
salicylic acid,d01307
salicylic shampoo,d01307
salmeterol,d03759
salmeterol 50,d03759
salmeterol inhalation,d03759
salmeterol inhaler,d03759
salsalate,d00842
salsatate,d00842
sam-e,d04524
sanchura,d04929
sanctula,d04929
sanctura,d04929
sancture,d04929
sandostatin,d00370
sansert,d00821
santura,d04929
saw palmetio,d04415
saw palmetto,d04415
sawpalmetta,d04415
scopolamine,d00986
scopolamine patch,d00986
seasonale,d03242
sectral,d00128
selegeline,d00976
selegiline,d00976
selegiline (patch),d00976
selegiline hcl,d00976
selegilirne,d00976
selegine,d00976
selenium,d00484
selenium sulfide,d03210
selenium sulfide (2.5pct),d03210
seleqeline,d00976
selium,d00484
semethlyselenocysteine,xxxxxx
semevastin,d00746
semithicone,d01027
semohot,d01013
semquel,d04220
senecot,d01013
senekol,d01013
senekot,d01013
senna,d01013
senna 1 tab,d01013
senna concentrate,d01013
senna plus,d03496
senna s,d03496
senna tab,d01013
sennagen,d01013
sennalax-s,d03496
sennokot,d01013
sennoside,d01013
sennosides,d01013
senocot,d01013
senokot,d01013
senokot s,d03496
senonot,d01013
sensipar,d05218
sensol,d01013
septra,d00124
septra ds,d00124
seraquel,d04220
serataline,d00880
seratoline,d00880
seravent,d03759
seravent diskus,d03759
seravet,d03759
serax,d00040
serevant,d03759
serevent,d03759
serevent 1 puff,d03759
serevent discus,d03759
serevent disks,d03759
serevent diskus,d03759
serevent inhaler,d03759
serevent mdi,d03759
seroguel,d04220
seroqiel,d04220
seroqual,d04220
seroque,xxxxxx
seroquel,d04220
seroquel - stopped,d04220
seroquel 100,d04220
seroquel 25,d04220
seroquell,d04220
seroquez,d04220
seroquiel,d04220
seroquil,d04220
serovent,d03759
sertaline,d00880
sertialin,d00880
sertialine,d00880
sertialine hcl,d00880
sertizide,d00246
sertnaline,d00880
sertra;ome,d00880
sertraine,d00880
sertralin,d00880
sertraline,d00880
sertraline (zoloft),d00880
sertraline hci,d00880
sertraline hcl,d00880
sertraline hg,d00880
sertraline hydrochloride,d00880
sertraline mcl,d00880
sertralive hcl,d00880
sertralize,d00880
sertrazine,d00880
sertrline,d00880
sertroline,d00880
servent,d03759
servent mdi,d03759
serzone,d03808
setraline,d00880
setraline hcl,d00880
sidenafil,d04299
sigulair,d04289
sildemafil,d04299
sildenaafil,d04299
sildenafil,d04299
sildenafil (viagra),d04299
sildenafil citrate,d04299
silvadene,d01259
simastatin,d00746
simastatine,d00746
simavastatin,d00746
simbastatin,d00746
simemet,d03473
simet,d03473
simethicine,d01027
simethicon,d01027
simethicone,d01027
simethicone (genasyme),d01027
simivastatin,d00746
simovastatin,d00746
simrastatin,d00746
simuastatin,d00746
simuastatin ezetimidine,d05348
simuastation,d00746
simuistatin,d00746
simustatin,d00746
simustiatin,d00746
simuvastatin,d00746
simuvastazin,d00746
simvartatin,d00746
simvashilin,d00746
simvasintin,d00746
simvasitin,d00746
simvaslatin,d00746
simvasletin,d00746
simvasta,d00746
simvastain,d00746
simvastatia,d00746
simvastatin,d00746
simvastatin (zocor),d00746
simvastatin 1/2 dose,d00746
simvastatin/placebo,xxxxxx
simvastatine,d00746
simvastation,d00746
simvastatir,d00746
simvastaton,d00746
simvastaton .5,d00746
simvasthatin,d00746
simvastin,d00746
simvastitin,d00746
simvatatin,d00746
simvestatin,d00746
simvislatin,d00746
simvistaten,d00746
simvistatin,d00746
simvistatin/zantia,d00746
simvlatin,d00746
simvotatin,xxxxxx
simvustin,d00746
sinamet,d03473
sinculair,d04289
sindovent,d03382
sine aid,d03289
sineguan,d00217
sinement,d03473
sinemet,d03473
sinemet   25/100,d03473
sinemet  25 100,d03473
sinemet  cr,d03473
sinemet (levodopa),d03473
sinemet 20/100,d03473
sinemet 25 100,d03473
sinemet 25 100  1 2 tablet,d03473
sinemet 25 250,d03473
sinemet 25-100,d03473
sinemet 25/100,d03473
sinemet 25/100  0.5 tab,d03473
sinemet 25/100  2 tabs,d03473
sinemet 25/100 1.5 tabs,d03473
sinemet 25/100 [1.5 tabs],d03473
sinemet 25/1100,d03473
sinemet 25/250,d03473
sinemet 50/200,d03473
sinemet cr,d03473
sinemet cr 25/100,d03473
sinemet cr 50/200,d03473
sinemet cr(12.5/50mg),d03473
sinemet cr(25/100mg),d03473
sinemet cr(50/200mg),d03473
sinemet sa,d03473
sinemet xr 50/200,d03473
sinemet(12.5/50mg),d03473
sinemet(25/100mg),d03473
sinemet(37.5/150mg),d03473
sinemet(50/200mg),d03473
sinemet-cr,d03473
sinemet-cr(25/100mg),d03473
sinemt,d03473
sinequan,d00217
singilair,d04289
singlar,d04289
singluair,d04289
singluar,d04289
singulair,d04289
singulair + d,d04289
singulair na,d04289
singulair ricum,d04289
singulair tab,d04289
singulair/allegra,d04289
singular,d04289
singulari,d04289
sinigulair,xxxxxx
sinimet,d03473
sinment,d03473
sinmet,d03473
sintrocid,d00278
sinvastain,d00746
sinvastatin,d00746
sinvistatin,d00746
sitagliptin,d05896
sivastin,d00746
skelavin,d00964
skelaxin,d00964
slo niacin,d00314
slo-mag,d06649
slo-niacin,d00314
slow fe,d03824
slow magnesium,d06649
slow niacin,d00314
slow-k,d00345
snencet,d03473
snythroid,d00278
sodium bi carbonate,d00440
sodium bicar,d00440
sodium bicarbonate,d00440
sodium bicatbonate,d00440
sodium carbonate,d00440
sodium chloride,d00438
sodium chloride hypertonity ey,d03898
sodium salicylate,d00843
solagen,d04519
solaraze,d04722
solifenicin,d05413
soltolol,d00371
soma,d00960
somata,d04452
sominex,d00212
sonata,d04452
sorbital,d04159
sorbitol,d04159
sorbitol 70,d04159
sorbitol 70 percent,d04159
sorbitrate 70,d00268
soriatane,d03836
soriatane cream,d03836
soriatine,d03836
sorlatane,d03836
sotalol,d00371
sotalol hcl,d00371
sotalol ncl,d00371
sotelol,d00371
sotolal,d00371
sotolo,d00371
sotolol,d00371
sotolol hcl,d00371
sotutol,d00371
spiconolactone,d00373
spirava,d04829
spirdactone,d00373
spireua,d04829
spireva,d04829
spireva inhaler,d04829
spirinolactone,d00373
spiriva,d04829
spiriva (inhaled),d04829
spiriva (inhaler),d04829
spiriva handhaler,d04829
spiriva handi h/r,d04829
spiriva handihailer,d04829
spiriva handihaler,d04829
spiriva handihalier,d04829
spiriva inh,d04829
spiriva inh.,xxxxxx
spiriva inhalation,d04829
spiriva inhaler,d04829
spirivan,d04829
spirivar inhaler,d04829
spirolactate,d00373
spirolactone,d00373
spironalactone,d00373
spironalaitine,d00373
spironalate,d00373
spironaldactone,d00373
spironlactone,d00373
spironoclactone,d00373
spironolac,d00373
spironolacetone,d00373
spironolacione,d00373
spironolactene,d00373
spironolactone,d00373
spironolactone/hctz,d03247
spironolactor,d00373
spironoladone,d00373
spironolastone,d00373
spironolatone,d00373
spironolcatone,d00373
spironoloctine,d00373
spironololactone,d00373
spiroplactone,d00373
spirototone,d00373
spirova caps inh.,d04829
spirowolactone,d00373
spirronolactone,d00373
spirva,d04829
spirveva,d04829
spirvia,d04829
spnctura urinary inconctancy,d04929
sporanox,d00102
sporiva,d04829
spriiva,d04829
sprilantin,xxxxxx
sprina,d04829
sprintec,xxxxxx
sprycel,d05831
stadol,d00838
stalevo,d04877
stalevo 25/100/200,d04877
stalevo(25/100/200mg),d04877
stalveo,d04877
starlix,d04743
starlox,d04743
steareate cream,xxxxxx
steareate crm.,xxxxxx
stelazine,d00890
stomach,xxxxxx
stool softener,d01021
stool softener:  colace,d01021
stool softeners,d01021
stool softner,d01021
stratera,d04827
strattera,d04827
study med,xxxxxx
sucralfate,d00377
sucralfite,d00377
sucralfute,d00377
sudasuaffinison,xxxxxx
sudated,d00769
sulandac,d00033
sular,d03825
sular er,d03825
sulcralfate,d00377
suldilac,d00033
sulfa,d00119
sulfacetamide sodium topical,d01265
sulfadiazine,d00118
sulfamethazole,d01090
sulfamethorozil,d01090
sulfamethoxazole,d00119
sulfamethoxazole-trimethoprim,d00124
sulfametoxazole,d00119
sulfasalazine,d00379
sulfasalzine,d00379
sulfasatinzia,d00379
sulfasazine,d00379
sulfaslazine,d00379
sulfazine,d00379
sulindac,d00033
sulindal,d00033
sunthroid,d00278
suntura,d04929
super alpha lipoicarid,xxxxxx
surfak,d01021
sustiva,d04355
sutaline,xxxxxx
symaroid,d00278
symax duotab,d00985
symbalta,d05355
symbicort,d04795
symbicort 160/4.5,d04795
symbyax,d04917
symlin,d05488
symmetrel,d00086
symvastratin,d00746
synalar,d01293
syntaroid,d00278
syntest h3,d03245
syntheroid,d00278
synthioid,d00278
synthneid,d00278
synthnoid,d00278
synthoid,d00278
synthoride,d00278
synthrod,d00278
synthroid,d00278
synthroid (levothyroxine),d00278
synthroid (thyroid),d00278
synthroid/thyroid,d00278
synthrold,d00278
synthroyd,d00278
synthyroid,d00278
syntrhoid,d00278
syntrhroid,d00278
syntroid,d00278
synvastatin,d00746
synvisc,d04240
synvisc injection,d04240
systame eye drops,d03768
systame solution,d03768
systane,d03768
systane drops,d03768
systane eye drops,d03768
systane eye drups,d03768
systane eyedrops,d03768
sythroid,d00278
t3,d00658
tagamet,d00140
tamazepaim,d00384
tamazepam,d00384
tamazipam,d00384
tambacor,d00234
tambocor,d00234
tamdol,d03826
tamofen,d00381
tamoxfin,d00381
tamoxifen,d00381
tamoxifen ct,d00381
tamoxifine,d00381
tamoxiphene,d00381
tamoxitan,d00381
tamoxofien,d00381
tamsolosin hcl,d04121
tamsuldsin,d04121
tamsulorin,d04121
tamsulosin,d04121
tamsulosin (flomax),d04121
tamsulosin hcl,d04121
tamsulsin,d04121
tamulosin,d04121
tamulusin,d04121
tandem,d05690
tapazol,d00290
tapazole,d00290
taprol xl,d00134
tarazosin,d00386
tarceva,d05412
tarka,d04065
tarka(2/240mg),d04065
tatinal,r10034
tavatan,d04753
taxol,d01376
tazarotene (0.05 pct),d04138
tazita,d00045
taztia,d00045
taztia xl,d00045
taztia xt,d00045
taztia xter,d00045
tegratol,d00058
tegrefol,d00058
tegretal,d00058
tegretol,d00058
tegretol xr,d00058
tekterma,d06665
tekturna,d06665
teledar,d03197
telmisartan,d04364
temazapam,d00384
temazepam,d00384
temazepan,d00384
temazepepam,d00384
temezepam,d00384
temiramin,d00806
temololol eyedrops,d04037
temoptic,d04037
temsulosin,d04121
tenazepam,d00384
tenex,d00717
tenoamin,d00004
tenoretic,d03258
tenorim,d00004
tenormin,d00004
tenormin/mevacor,d05214
tenormom,d00004
tera zosin,d00386
teragosin,d00386
terasosin,d00386
terasozim,d00386
terasozin,d00386
terazin,d00386
terazo5in,d00386
terazoan hcl,d00386
terazocin,d00386
terazone,d00386
terazonin,d00386
terazonsin,d00386
terazorin,d00386
terazosim,d00386
terazosin,d00386
terazosin (hcl),d00386
terazosin hci,d00386
terazosin hcl,d00386
terazosin hydrochloride,d00386
terazosine,d00386
terazosinttol,d00386
terazosiv,d00386
terazotim,d00386
terazozin,d00386
terazpsom,d00386
terbinafin solution top 1,d04012
terbinafine,d04012
terbinafine hcl,d04012
terbutaline,d00752
terenten,d04266
terermin,d00806
terezosin,d00386
terilube eye tube,d03768
teriparatide,d04828
terozosin,d00386
terozoun,d00386
terozusin,d00386
terramycin,d01070
tertacycline,d00041
teruzusm,d00386
terzosin,d00386
tessalon,d00796
tessalon pearls,d00796
testim,d00558
testoserone,d00558
testosterone,d00558
testosterone (cream),d00558
testosterone cream,d00558
testosterone crm,d00558
testosterone cvp,d00558
testosterone im,d00558
testosterone ointment,d00558
testosterone patch,d00558
tetracyclcline,d00041
tetracycline,d00041
tetracyline,d00041
tetrocycline,d00041
tetrozusin,d00386
tevalosin hcl,xxxxxx
tevefen,d04266
teveten,d04266
teveten hct,d04837
tevetin,d04266
tezasin,xxxxxx
theo 24,d00142
theo dur,d00142
theo-24,d00142
theodur,d00142
theophiline,d00142
theophylim,d00142
theophyline,d00142
theophyllin,d00142
theophylline,d00142
theophylline cr,d00142
thepohylline,d00142
therazone,xxxxxx
thiamine,d03130
thiamine hcl,d03130
thiazide,d03052
thioridazine,d00389
thiorizadine,d00389
thiorodazine,d00389
thiothixene,d00391
thoophyllin,d00142
thorazine,d00064
thoridazine,d00389
threonine,d00490
throid (armour),d00655
thyroid,d00655
thyroid armour,d00655
thyroid complex,d00655
thyroid extract,d00655
thyroid med,d00655
thyroid medicine,d00655
thyroid pill,d00655
thyroid supplement,d00655
thyroid tab,d00655
thyroid-armour,d00655
thyrox,d00278
thyroxin,d00278
thyroxine,d00278
tiamadol,d03826
tiazac,d00045
tiazac diltiazen,d00045
tiazar,d00045
tiazic,d00045
ticlid,d00514
ticlodipine,d00514
ticlopidine,d00514
ticor,d04286
tikosyn,d04459
timalol (eye),d04037
timazepam,d00384
timdol,d00139
timelol,d00139
timilol,d00139
timold,d00139
timold-gfs,d00139
timolol,d00139
timolol (0.5 pct),d00139
timolol (eyedrops),d04037
timolol (r) eye,d04037
timolol 0.005 drops,d00139
timolol 0.5 percent,d00139
timolol 5 both eyes,d04037
timolol drops,d04037
timolol drops(%),d00139
timolol eye drop,d04037
timolol eye drops,d04037
"timolol eye drops, 0.5",d04037
timolol eye qtts,d04037
timolol gel,d00139
timolol gfc 0.005 drops,d04037
timolol gfs,d04037
timolol gfs 1 drop - l eye,d04037
timolol gtte (l eye),d04037
timolol gtts,d04037
timolol maleate,d00139
timolol maleate 0.5,d00139
timolol maleate 0.5 percent,xxxxxx
timolol maleate ophthelmic sol,d04037
timolol maleate| ophthalmic,d04037
timolol malente,d00139
timolol med - 0.5 percent,d04037
timolol meleatc drops,d00139
timolol oph drops,d04037
timolol ophth gtts,d04037
timolol ophth sol,d04037
timolol ophthalmic,d04037
timolol ophthalmic drops,d04037
timolol opth,d04037
timolol opth drops,d04037
timolol opthalmalic drops,d04037
timolol opthalmic drops,d04037
timolol soln.,d04037
timolol solution,d04037
timololmaleate,d00139
timolor gfs,d00139
timooptic xe,d04037
timoptic,d04037
timoptic .5 soln,d04037
timoptic 0.25,d04037
timoptic drops,d04037
timoptic eye drops,d04037
timoptic glaucoma drops,d04037
timoptic ophthalmic drops,d04037
timoptic opthalmic drops,d04037
timoptic xe,d04037
timoptic xe gtts,d04037
timoptic xl,d04037
timoptic-xe,d04037
timoptie,d04037
timpotic,d04037
tinactin,d01274
tinactin powder,d01274
tineacide,d03686
tiramidine,d04102
tizanidine,d04102
tizanidine d/c 2007,xxxxxx
tizanidine hcl,d04102
tnusopt ghs,d03805
tobradex,d03536
tobradex eye drops,d03536
tobramycin,d00069
tobramycin 3%,d03222
tobramycine,d00069
tofranil,d00259
tolazamide,d00393
tolcapone,d04282
tolinase,d00393
tolmetin,d00054
tolteradine,d04294
tolterodine,d04294
tolterodine la,d04294
tolterodine tartate,d04294
tolterodine tartrate,d04294
tomolol,d00139
tomoptic,d00139
tomoptic eye drops,d04037
tomoxifen,d00381
tooprol,d00134
topal xl,d00134
topamax,d04115
toparol,d00134
topiol xl,d00134
topiramate,d04115
topomax,d04115
toporal,d00134
toporol,d00134
toporol xi,d00134
toporol xl,d00134
topral,d00134
topral xl,d00134
toprd xl,d00134
toprdxl,d00134
toprik xl,d00134
topril,d00134
topril xl,d00134
toprocxl,d00134
toprol,d00134
toprol  xl,d00134
toprol - xl,d00134
toprol -xl,d00134
toprol 1-xl,d00134
toprol er,d00134
toprol hctz,d00134
toprol sl,d00134
toprol x2,d00134
toprol xl,d00134
toprol xl 0.25,d00134
toprol xl 100mg,d00134
toprol-xl,d00134
toprolol,d00134
toprolol tartrate,d00134
toprolul,d00134
toprolx,d00134
toprolxl,d00134
toproxl,d00134
toprpol xl,d00134
toradol,d00273
torol xl,d00134
torpol,d00134
torpol xl,d00134
torprol xl,d00134
torrol,d00134
torrol - xl,d00134
torsamide,d03189
torsemide,d03189
torsemine,d03189
torsimide,d03189
torvadex (eyedrops),d03536
tosamex,d03849
toterodine,d04294
tradol,d03826
tramadal,d03826
tramadl,d03826
tramadol,d03826
tramadol  (1/2 dose day),d03826
tramadol (ultram),d03826
tramadol 37.7/325,d03826
tramadol hcl,d03826
tramadol hydrochloride,d03826
tramadol/apap,d03826
tramadolol,d03826
tramador,d03826
tramadul,d03826
tramdol,d03826
tramdol hcl,d03826
tramedol,d03826
tramidol,d03826
tramoda,d03826
tramodal,d03826
tramodol,d03826
tramt/hctz,d03052
tramterene,d00396
tranadik,xxxxxx
tranadol,d03826
trandolapril,d04008
tranidine,d00395
tranquinal,d00168
tranradol,d03826
transderm-scop 1 patch,d00986
transdermal patch,xxxxxx
tranxene,d00198
tranxene 37.5,d00198
trapnadol,d03826
trasodone,d00395
trauatan,d04753
trauatan opth,d04753
travaitan,d04753
travaltan,d04753
travantan,d04753
travastin,d04753
travatan,d04753
travatan 0.004,d04753
travatan 0.004 ophth,d04753
travatan 0.4percent-1 drop,d04753
travatan drops,d04753
travatan eye drop,d04753
travatan eye drops,d04753
travatan eye drops 0.004,d04753
travatan eye gtts,d04753
travatan gtts,d04753
travatan od,d04753
travatan oph drops,d04753
travatan ophth solution,d04753
travatan ophthalmic drops,d04753
travatan opthalmic,d04753
travatan opthalmic solution,d04753
travatan ou gtts,d04753
travatan z,d04753
travatan/drops,d04753
travitan,d04753
travopost eye drops,d04753
travopost sollution,d04753
travoprost,d04753
travoprost ophth,d04753
travoprost ophthalmic,d04753
travoprostophth solution .004,d04753
travoprostz,d04753
trazadine,d00395
trazadol,d00395
trazadon,d00395
trazadone,d00395
trazadone 100mg,d00395
trazadone hcl,d00395
trazadonl,d00395
trazasin,d00386
trazdone,d00395
trazedone,d00395
trazodine,d00395
trazodol,d00395
trazodome,d00395
trazodon,d00395
trazodone,d00395
trazodone (desyrel)  50mg,d00395
trazodone (hs),d00395
trazodone hcl,d00395
trazodone hydrochloride,d00395
trazodyne,d00395
trazosin,d00386
trazozin,d00395
treizodonce,d00395
tremazepam,d00384
trental,d00336
tretenoin,d03863
tretinoin topical,d01244
trevatan,d04753
trexall,d00060
tri luma cream,d04791
tri-chlor,d01313
tria,d00396
triam,d00396
triam / hctz,d03052
triam hctz,d03052
triam terene,d00396
triam-hctz,d03052
triam-hctz 37.5/25,d03052
triam/hct,d03052
triam/hct2,d03052
triam/hctz,d03052
triam/hydrochl,d03052
triamalone,d00620
triamatene,d00396
triamcinelone,d00620
triamcinolone,d00620
triamcinolone (cream 0.025pct),d03206
triamcinolone (cream 1 pct),d03206
triamcinolone (cream),d03206
triamcinolone 0.1 cream,d03206
triamcinolone 0.1 percent,xxxxxx
triamcinolone 1 percent,xxxxxx
triamcinolone acetamine,d00620
triamcinolone acetonide,d00620
triamcinolone acetonide topica,d03206
triamcinolone cr,d03206
triamcinolone cream,d03206
triamcinolone cream (0.1 pct),d03206
triamcinolone cream (0.5 pct),d03206
triamcinolone cream 1 percent,xxxxxx
triamcinolone topical,d03206
triamconolone (cream),d03206
triamelerene/hctz,d03052
triamenterene,d00396
triamerene,d00396
triamerene/hydrochlorothiazide,xxxxxx
triamertene/hctz,d03052
triameterene,d00396
triameterene hctz,d03052
triameterene/hct,d03052
triameterene/hctz,d03052
triameterene/hydrochlorthiazid,d03052
triameterone,d00396
triametrene/hctz,d03052
triamlhctz,d03052
triamperene,d00396
triampeterine,d00396
triampterene,d00396
triampterine,d00396
triamt,d03052
triamt hctz,d03052
triamt/hctz,d03052
triamtaren hctz,d03052
triamtarin hctz,d03052
triamtcrene,d00396
triamtere,d00396
triamterehctz prozac,d00236
triamtereive,d00396
triamtereme,d00396
triamteren,d00396
triamteren hctz,d03052
triamteren/hctz,d03052
triamterence,d00396
triamterene,d00396
triamterene (1/2 tab),d00396
triamterene (37.5/25mg),d00396
triamterene / hctz,d03052
triamterene 37.5,d00396
triamterene 37.5 hctz 25,d00396
triamterene and hydrochlorothi,d03052
triamterene and hydrochlorthia,d03052
triamterene hctz,d00396
triamterene hctz 37.5/25,d03052
triamterene w/ hctz,d03052
triamterene(75/30mg),d00396
triamterene-hctz,d03052
triamterene/ hctz,xxxxxx
triamterene/hcr,d03052
triamterene/hct2,d03052
triamterene/hctz,d03052
triamterene/hctz 27.5/25 mg,d03052
triamterene/hctz 37.5/25,d03052
triamterene/hctz 37.5/25 mg,d03052
triamterene/hctz 75/20,d03052
triamterene/hctz 75/50,d03052
triamterene/hetz,d03052
triamterene/hydrochlorothiazid,d03052
triamterere/hct2,d03052
triamterine,d00396
triamterine hcl,d03052
triamterine/hctz,d03052
triamterini,d00396
triamterne,d00396
triamterne/hctz 37.5/25,d03052
